title,Content,type,Post_ID
Molecular_beam Chemical_physics Science,a molecular beam is produced by allowing a gas at higher pressure to expand through a small into a chamber at lower pressure to form a beam of particles atoms free radicals molecules or ions moving at approximately equal velocities with very few collisions between the particles molecular beam is useful for thin in molecular beam and artificial structures such as quantum quantum and quantum molecular beams have also been applied as crossed molecular beams the molecules in the molecular beam can be by electrical fields and magnetic fields molecules can be in a decelerator or in a zeeman decelerator history the first to study molecular beams were h and f who in were in dipole moments and the deflection of beams of polar molecules in an inhomogeneous electric field their work indirectly the experiment that used not molecular beams but atomic beams the first to on the relationship between dipole moments and deflection in a beam using such as was in in a molecular beam magnetic resonance method in which two placed one after the other create a inhomogeneous magnetic field the method was used to measure the magnetic moment of several isotopes with molecular beams of and this method is a of nmr the of the in by and was made possible by a molecular beam of and a special electrostatic,Science,19
McConnell_equation Chemical_physics Science,mcconnell equation describes the proportional dependence of the hyperfine constant formula on the spin density formula the probability of an unpaired electron being on a particular atom in radical compounds such as radical formula formula formula is an empirical constant that can range from to history the equation is named after m mcconnell of stanford university who first presented it in in an article in the journal of chemical physics peter atkins de atkins physical chemistry oxford university press oxford,Science,20
Ziff-Gulari-Barshad_model Chemical_physics Science,the zgb model is a statistical model most commonly to simulate catalytic reactions zgb in catalytic reactions the original paper presented zgb as a deviation from the classical approach to catalyst kinetics i e the tendency to consider only average concentrations of the adsorbed species and to write systems of differential equations of varying complexity with multiple parameters catalytic oxidation of carbon in the reactions above a molecule that is adsorbed on the catalyst surface when adsorbed the into two o atoms which occupy two separate catalyst surface sites the co molecule occupies a single surface site in the final step is produced and from the surface in the zgb simulation a trial with the random collision of a gas molecule on the square lattice that represents the catalyst surface the probability of the colliding molecule being co is expressed as yco while the probability of the colliding molecule being is expressed as yco,Science,21
Empirical_formula Experimental_physics Science,in chemistry the empirical formula of a chemical compound is the simplest positive integer ratio of atoms of each element present in a compound an empirical formula makes no reference to structure or absolute number of atoms the empirical formula is used as standard for most ionic compounds such as and for macromolecules such as empirical formula gives the simplest ratio of the atoms in a molecule or a compound in contrast the molecular formula identifies the number of each type of atom in a molecule and the structural formula also shows the structure of the molecule for example the chemical compound n hexane has the structural formula which shows that it has carbon atoms in a chain and hydrogen atoms hexane s molecular formula is and its empirical formula is showing a c h ratio of different compounds can have the same empirical formula for example formaldehyde acetic acid and glucose have the same empirical formula this is the actual molecular formula for formaldehyde but acetic acid has double the number of atoms and glucose has six times the number of atoms definition empirical formula a formula that gives the simplest whole number ratio of atoms in a compound,Science,22
Pauli_effect Experimental_physics Science,the pauli effect is a term referring to the apparently failure of technical equipment in the presence of certain people the term was coined using the name of the austrian theoretical physicist wolfgang pauli the pauli effect is not to be confused with the pauli exclusion principle which is a physical phenomenon history since the century the work of physics research has been divided between theorists and experimentalists see scientific method only a few physicists such as fermi have been successful in both roles an or interest in experimental work many theorists have a for breaking experimental equipment pauli was in this regard it was said that he was such a good that any experiments would simply because he was in the vicinity for fear of the pauli effect the experimental physicist pauli from his laboratory in despite their an incident occurred in the physics laboratory at the university of an expensive measuring device for no working although pauli was in fact james the director of the institute reported the incident to his pauli in with the that at least this time pauli was however it out that pauli on a to in about the time of failure the incident is reported in s years that physics where it is also claimed the effect to be stronger as the theoretical physicist is more the pauli effect if it were real would be classified as a macro phenomenon wolfgang pauli was that the effect named after him was real as pauli considered of serious investigation this would fit with his to this end pauli with hans and jung on the concept of in pauli saw a failure of his car during a with his second as proof of a real pauli effect since it occurred without an obvious external cause in february when he was at princeton university the and he asked if this to such a pauli effect named after him the pauli effect at the foundation of the c g jung institute caused pauli to write his article background physics in which he tries to find complementary between physics and depth psychology,Science,23
SLAC_National_Accelerator_Laboratory Experimental_physics Science,the slac national accelerator laboratory originally named stanford linear accelerator center is a united states department of energy national laboratory operated by stanford university under the direction of the u s department of energy office of science the slac research program on experimental and theoretical research in elementary particle physics using electron beams and a broad program of research in atomic and solid state physics chemistry biology and medicine using synchrotron radiation history founded in as the stanford linear accelerator center the facility is located on square kilometers of stanford university land on road in of the university s main campus the main accelerator is miles longest linear accelerator in the has been operational since slac s meeting facilities also provided a venue for the computer and other of the home computer revolution of the late and early in the laboratory was named a national engineering landmark and an ieee slac developed and in december began the first server outside of europe in the early to mid the stanford linear collider slc investigated the properties of the z boson using the stanford large detector as of slac over people some of which are physicists with degrees and serves over researchers operating particle for high energy physics and the stanford synchrotron radiation laboratory ssrl for synchrotron light radiation research which was indispensable in the research leading to the nobel prize in chemistry in october the department of energy announced that the center s name would be changed to slac national accelerator laboratory the reasons given include a better representation of the new direction of the lab and the ability to trademark the laboratory s name stanford university had legally the department of energy s attempt to trademark stanford linear accelerator center components accelerator the main accelerator is an linear accelerator that can accelerate electrons and positrons up to gev at miles about kilometers long the accelerator is the longest linear accelerator in the world and is claimed to be the world s object the main accelerator is about below ground and underneath highway the above ground the is the longest building in the united states stanford linear collider the stanford linear collider was a linear accelerator that electrons and positrons at slac the center of mass energy was about gev equal to the mass of the z boson which the accelerator was designed to study student d discovered the first z event on april while over the previous day s computer data from the mark ii detector the bulk of the data was collected by the slac large detector which came online in although largely by the large electron positron collider at cern which began running in the highly polarized electron beam at slc close to made certain unique measurements possible presently no beam the south and north arcs in the machine which leads to the final focus therefore this section is to run beam into the section from the beam slac large detector the slac large detector sld was the main detector for the stanford linear collider it was designed primarily to detect z produced by the accelerator s electron positron collisions the sld operated from to pep ii from to the main purpose of the linear accelerator was to electrons and positrons into the pep ii accelerator an electron positron collider with a pair of storage rings miles in pep ii was host to the experiment one of the so called b experiments studying charge parity symmetry stanford synchrotron radiation lightsource the stanford synchrotron radiation lightsource ssrl is a synchrotron light user facility located on the slac campus originally built for particle physics it was used in experiments where the j meson was discovered it is now used for materials science and biology experiments which take advantage of the high intensity synchrotron radiation emitted by the stored electron beam to study the structure of molecules in the early an independent electron was built for this storage ring allowing it to operate independently of the main linear accelerator kipac the institute for particle astrophysics and kipac is partially on the grounds of slac in addition to its presence on the main stanford campus lcls the coherent light source lcls is a free electron laser facility located at slac the lcls is partially a reconstruction of the last of the original linear accelerator at slac and can extremely x ray radiation for research in a number of areas it achieved first in april the laser uses x rays times the relative of traditional x rays in order to take of objects on the nearly atomic level before samples the laser s wavelength is similar in width to an atom providing extremely detailed images on a scale previously additionally the laser is capable of capturing images with a speed measured in or of a second necessary because the intensity of the beam is such that it nearly its subject,Science,24
Newton's_laws_of_motion Experimental_physics Science,image laws in latin thumb right newton s first and second laws in latin from the original principia mathematica law thumb walter explains newton s first law and reference frames mit physics physics i classical mechanics fall video mit course the three laws of motion were first compiled by sir isaac newton in his work naturalis principia mathematica first published in newton used them to explain and investigate the motion of many physical objects and systems for example in the third volume of the newton showed that these laws of motion combined with his law of universal gravitation explained kepler s laws of motion overview newton s laws are applied to bodies objects which are considered or idealized as a particle in the sense that the extent of the body is neglected in the evaluation of its motion i e the object is small compared to the distances involved in the analysis or the deformation and rotation of the body is of no importance in the analysis therefore a planet can be idealized as a particle for analysis of its motion around a in their original form newton s laws of motion are not to characterize the motion of rigid bodies and deformable bodies euler in introduced a generalization of newton s laws of motion for rigid bodies called the euler s laws of motion later applied as well for deformable bodies assumed as a continuum if a body is represented as an assemblage of discrete particles each governed by laws of motion then laws can be derived from laws laws can however be taken as axioms describing the laws of motion for extended bodies independently of any particle structure newton s laws hold only with respect to a certain set of frames of reference called newtonian or inertial reference frames some authors the first law as defining what an inertial reference frame is from this point of view the second law only holds when the observation is made from an inertial reference frame and therefore the first law cannot be as a special case of the second other authors do treat the first law as a of the second the explicit concept of an inertial frame of reference was not developed until long after newton s death in the given interpretation mass acceleration momentum and most importantly force are assumed to be defined quantities this is the most common but not the only interpretation one can consider the laws to be a definition of these quantities newtonian mechanics has been by special relativity but it is still useful as an approximation when the speeds involved are much than the speed of light newton s first law newton s laws are valid only in an inertial reference frame any reference frame that is in uniform motion with respect to an inertial frame is also an inertial frame i e galilean invariance or the principle of newtonian relativity newton s first law is a of the law of inertia which galileo had already described and newton gave credit to galileo had the view that all objects have a natural place in the universe that heavy objects like wanted to be at rest on the earth and that light objects like wanted to be at rest in the and the stars wanted to remain in the he thought that a body was in its natural state when it was at rest and for the body to in a straight line at a constant speed an external was needed to it otherwise it would stop moving galileo however realized that a force is necessary to change the velocity of a body i e acceleration but no force is needed to maintain its velocity this insight leads to newton s first force means no acceleration and hence the body will maintain its velocity the law of inertia apparently occurred to several different natural and scientists independently including thomas in his the century also formulated the law although he did not perform any experiments to confirm it newton s second law where since the law is valid only for constant mass systems the mass can be taken outside the differentiation operator by the constant factor rule in differentiation thus where f is the net force applied m is the mass of the body and a is the body s acceleration thus the net force applied to a body produces a proportional acceleration in other words if a body is accelerating then there is a force on it any mass that is gained or by the system will cause a change in momentum that is not the result of an external force a different equation is necessary for variable mass systems see below consistent with the first law the time derivative of the momentum is non zero when the momentum changes direction even if there is no change in its magnitude such is the case with uniform circular motion the relationship also implies the conservation of momentum when the net force on the body is zero the momentum of the body is constant any net force is equal to the rate of change of the momentum newton s second law requires modification if the effects of special relativity are to be taken into account because at high speeds the approximation that momentum is the product of rest mass and velocity is not accurate impulse an impulse j occurs when a force f acts over an interval of time t and it is given by since force is the time derivative of momentum it follows that this relation between impulse and momentum is to newton s wording of the second law impulse is a concept frequently used in the analysis of collisions and impacts variable mass systems variable mass systems like a rocket fuel and spent gases are not closed and cannot be directly treated by making mass a function of time in the second law where is the total external force on the system m is the total mass of the system and acm is the acceleration of the center of mass of the system where u is the relative velocity of the or incoming mass with respect to the center of mass of the body under some the quantity m d t on the left hand side known as the is defined as a force the force on the body by the changing mass such as rocket and is included in the quantity f then by the definition of acceleration the equation becomes history the sense or senses in which newton used his and how he understood the second law and intended it to be understood have been extensively discussed by of science along with the relations between newton s formulation and modern newton s third law in the above as motion is newton s name for momentum hence his distinction between motion and velocity the third law means that all forces are interactions between different bodies and thus that there is no such as a force or a force that acts on only one body whenever a first body exerts a force f on a second body the second body exerts a force on the first body f and are equal in magnitude and opposite in direction this law is sometimes referred to as the action reaction law with f called the action and the reaction the action and the reaction are simultaneous as shown in the diagram opposite the forces on each other are equal in magnitude but act in opposite directions although the forces are equal the are not the less massive will have a greater acceleration due to newton s second law the two forces in newton s third law are of the same type e g if the road exerts a forward frictional force on an accelerating car s tires then it is also a frictional force that newton s third law predicts for the tires backward on the road put very simply a force acts between a pair of objects and not on a single object so each and every force has two ends each of the two ends is the same except for being opposite in direction the ends of a force are mirror images of each other one might say from a mathematical point of view newton s third law is a one dimensional vector equation which can be stated as follows given two objects a and b each a force on the other where newton used the third law to derive the law of conservation of momentum however from a conservation of momentum is the more fundamental idea derived via s from galilean invariance and holds in cases where newton s third law appears to for instance when force fields as well as particles momentum and in quantum mechanics importance and range of validity newton s laws were verified by experiment and observation for over years and they are excellent approximations at the scales and speeds of everyday life newton s laws of motion together with his law of universal gravitation and the mathematical techniques of provided for the first time a quantitative explanation for a wide range of physical phenomena these three laws hold to a good approximation for macroscopic objects under everyday conditions however newton s laws combined with universal gravitation and classical electrodynamics are for use in certain most notably at very small scales very high speeds in special relativity the lorentz factor must be included in the expression for momentum along with rest mass and velocity or very strong gravitational fields therefore the laws cannot be used to explain phenomena such as conduction of electricity in a optical properties of errors in non systems and superconductivity explanation of these phenomena requires more physical theories including general relativity and quantum field theory in quantum mechanics concepts such as force momentum and position are defined by linear operators that operate on the quantum state at speeds that are much lower than the speed of light newton s laws are just as exact for these operators as they are for classical objects at speeds comparable to the speed of light the second law holds in the original form which says that the force is the derivative of the momentum of the object with respect to time but some of the newer versions of the second law such as the constant mass approximation above do not hold at relativistic velocities relationship to the conservation laws in modern physics the laws of conservation of momentum energy and angular momentum are of more general validity than newton s laws since they apply to both light and matter and to both classical and non classical physics this can be stated simply momentum energy and angular momentum cannot be created or destroyed because force is the time derivative of momentum the concept of force is redundant and to the conservation of momentum and is not used in fundamental theories e g quantum mechanics quantum electrodynamics general relativity etc the standard model explains in detail how the three fundamental forces known as gauge forces out of exchange by virtual particles other forces such as gravity and fermionic pressure also arise from the momentum conservation indeed the conservation of momentum in inertial motion via space time results in what we call gravitational force in general relativity theory application of space derivative which is a momentum operator in quantum mechanics to overlapping wave functions of pair of fermions particles with half integer spin results in shifts of of compound away from each other which is observable as of fermions newton stated the third law within a world view that assumed instantaneous action at a distance between material particles however he was for philosophical criticism of this action at a distance and it was in this context that he stated the famous i no hypotheses in modern physics action at a distance has been completely eliminated except for effects involving quantum however in modern engineering in all practical applications involving the motion of vehicles and the concept of action at a distance is used extensively conservation of energy was discovered nearly two centuries after newton s the long delay occurring because of the difficulty in understanding the role of microscopic and forms of energy such as heat and red light,Science,25
Uncertainty Experimental_physics Science,uncertainty is a term used in different ways in a number of fields including physics philosophy statistics insurance psychology engineering and information science it applies to predictions of future events to physical measurements already made or to the unknown concepts uncertainty for example if you do not know whether it will rain tomorrow then you have a state of uncertainty if you apply probabilities to the possible outcomes using or even just a probability assessment you have quantified the uncertainty suppose you quantify uncertainty as a chance of if you are planning a major costly event for tomorrow then you have risk since there is a chance of rain and rain would be furthermore if this is a business event and you would lose if it then you have quantified the risk a chance of losing these situations can be made even more realistic by light rain vs heavy rain the cost of vs etc some may represent the risk in this example as the expected opportunity loss eol or the chance of the loss multiplied by the amount of the loss that is useful if the of the event is risk neutral which most people are not most would be willing to pay a to avoid the loss an insurance company for example would compute an eol as a minimum for any insurance coverage then add on to that other operating costs and profit since many people are willing to insurance for many reasons then clearly the eol is not the value of avoiding the risk quantitative uses of the terms uncertainty and risk are consistent from fields such as probability theory science and information theory some also create new terms without changing the definitions of uncertainty or risk for example is a variation on uncertainty sometimes used in information theory but outside of the more mathematical uses of the term usage may vary widely in cognitive psychology uncertainty can be real or just a matter of such as expectations etc or ambiguity are sometimes described as second order uncertainty where there is uncertainty even about the definitions of uncertain states or outcomes the difference here is that this uncertainty is about the human definitions and concepts not an objective fact of nature it has been that ambiguity however is avoidable while uncertainty of the first order kind is not necessarily avoidable uncertainty may be purely a consequence of a lack of knowledge of obtainable facts that is you may be uncertain about whether a new rocket design will work but this uncertainty can be removed with further analysis and experimentation at the level however uncertainty may be a fundamental and property of the universe in quantum mechanics the heisenberg uncertainty principle limits on how much an can ever know about the position and velocity of a particle this may not just be ignorance of obtainable facts but that there is no fact to be found there is some in physics as to whether such uncertainty is an irreducible property of nature or if there are hidden variables that would describe the state of a particle even more exactly than heisenberg s uncertainty principle allows measurements the middle notation is used when the error is not about the value for example formula this can occur when using a scale for example the latter notation is used for example by in the atomic mass of elements there the uncertainty given in applies to the least significant figure s of the number prior to the value i e from to left for instance stands for while stands for often the uncertainty of a measurement is found by the measurement enough times to get a good estimate of the standard deviation of the values then any single value has an uncertainty equal to the standard deviation however if the values are then the mean measurement value has a much smaller uncertainty equal to the standard error of the mean which is the standard deviation divided by the square root of the number of measurements when the uncertainty represents the standard error of the measurement then about of the time the true value of the measured quantity within the stated uncertainty range for example it is likely that for of the atomic mass values given on the list of elements by atomic mass the true value outside of the stated range if the width of the interval is doubled then probably only of the true values lie outside the doubled interval and if the width is tripled probably only lie outside these values follow from the properties of the normal distribution and they apply only if the measurement process produces normally distributed errors in that case the standard errors are easily to one sigma two sigma or three sigma in this context uncertainty depends on both the accuracy and precision of the measurement instrument the lower the accuracy and precision of an instrument the larger the measurement uncertainty is notice that precision is often determined as the standard deviation of the repeated measures of a given value using the same method described above to assess measurement uncertainty however this method is correct only when the instrument is accurate when it is inaccurate the uncertainty is larger than the standard deviation of the repeated measures and it appears evident that the uncertainty does not depend only on instrumental precision uncertainty and the media uncertainty in science and science in general is often interpreted much differently in the public sphere than in the scientific community this is due in part to the diversity of the public audience and the tendency for scientists to and therefore not communicate ideas clearly and effectively one example is explained by the information model also in the public there are often many scientific giving on a single topic for example depending on how an issue is reported in the public sphere between outcomes of multiple scientific studies due to differences could be interpreted by the public as a lack of consensus in a situation where a consensus does in fact exist this interpretation may even been as scientific uncertainty may be to reach certain goals for example global warming took the of to frame global warming as an issue of scientific uncertainty which was a precursor to the frame used by journalists when reporting the issue can be loosely said to apply to situations in which not all the parameters of the system and their interactions are fully known whereas ignorance refers to situations in which it is not known what is not known these indeterminacy and ignorance that exist in science are often into uncertainty when reported to the public in order to make issues more since scientific indeterminacy and ignorance are difficult concepts for scientists to without losing conversely uncertainty is often interpreted by the public as ignorance the transformation of indeterminacy and ignorance into uncertainty may be related to the of uncertainty as ignorance journalists often either inflate uncertainty making the science seem more uncertain than it really is or downplay uncertainty making the science seem more certain than it really is one way that journalists inflate uncertainty is by describing new research that past research without providing context for the change other times journalists give scientists with views equal weight as scientists with majority views without describing or explaining the state of scientific consensus on the issue in the same journalists often give non scientists the same amount of attention and importance as scientists journalists may downplay uncertainty by carefully chosen wording and by losing these the information is and presented as more certain and than it really also stories with a single source or without any context of previous research mean that the subject at hand is presented as more definitive and certain than it is in reality there is often a over approach to science that too in the of finally and most notably for this investigation when science is framed by journalists as a uncertainty is framed as and some media routines and organizational factors affect the of uncertainty other media routines and organizational factors help inflate the of an issue because the general public in the united states generally scientists when science stories are covered without from special interest organizations groups environmental organization etc they are often covered in a business related sense in an economic development frame or a social progress frame the nature of these frames is to downplay or uncertainty so when economic and scientific are focused on early in the issue cycle as has happened with coverage of plant biotechnology and nanotechnology in the united states the matter in question seems more definitive and certain sometimes too or will pressure a media organization to promote the business aspects of a scientific issue and therefore any uncertainty that may the business are or eliminated applications in financial such as the market,Science,26
Ripple_tank Experimental_physics Science,in physics and engineering a ripple tank is a shallow glass tank of water used in and to demonstrate the basic properties of waves it is a specialized form of a wave tank the ripple tank is usually illuminated from above so that the light through the water some small ripple fit onto the top of an overhead i e they are illuminated from below the ripples on the water show up as on the screen underneath the tank all the basic properties of waves including reflection refraction interference and diffraction can be demonstrated ripples may be generated by a piece of wood that is suspended above the tank on elastic bands so that it is just the surface to wood is a motor that has an off centre weight attached to the axle as the axle rotates the motor the wood and generating ripples demonstrating wave properties a number of wave properties can be demonstrated with a ripple tank these include plane waves reflection refraction interference and diffraction circular waves when the rippler is attached with a point ball and lowered so that it just touches the surface of the water circular waves will seen to be produced plane waves when the rippler is lowered so that it just touches the surface of the water plane waves will seen to be produced in the illustration the brown is the rippler reflection demonstrating reflection and focusing of by a metal bar in the tank and the bar a pulse of three of four ripples can be sent towards the metal bar the ripples reflect from the bar if the bar is placed at an angle to the wavefront the reflected waves can be seen to the law of reflection the angle of incidence and angle of reflection will be the same if a obstacle is used a plane wave pulse will on a point after reflection this point is the focal point of the mirror circular waves can be produced by a single drop of water into the ripple tank if this is done at the focal point of the mirror plane waves will be reflected back refraction if a of glass is placed in the tank the depth of water in the tank will be over the glass than elsewhere the speed of a wave in water depends on the depth so the ripples slow down as they pass over the glass this causes the wavelength to decrease if the between the and shallow water is at an angle to the wavefront the waves will refract in the diagram above the waves can be seen to towards the normal the normal is shown as a line the line is the direction that the waves would travel if they had not met the piece of glass in practice showing refraction with a ripple tank is quite to do diffraction if a small obstacle is placed in the path of the ripples and a slow frequency is used there is no shadow area as the ripples refract around it as shown below on the left a faster frequency may result in a shadow as shown below on the right if a large obstacle is placed in the tank a shadow area will probably be observed if an obstacle with a small gap is placed in the tank the ripples emerge in an almost pattern if the gap is large however the diffraction is much more limited small in this context means that the size of the obstacle is comparable to the wavelength of the ripples see also s principle diffraction from a grid a phenomenon identical to the x ray diffraction of x rays from an atomic crystal lattice can also be seen thus demonstrating the principles of crystallography if one a grid of obstacles into the water with the spacing between the obstacles roughly corresponding to the wavelength of the water waves one will see diffraction from the grid at certain angles between the grid and the waves the waves will appear to reflect off the grid at other angles the waves will pass through similarly if the frequency wavelength of the waves is altered the waves will also pass through or be reflected depending on the precise relationship between spacing orientation and wavelength interference interference can be produced by the use of two that are attached to the main ripple bar in the below on the left the light areas represent of waves the black areas represent notice the grey areas they are areas of destructive interference where the waves from the two sources one another out to the right is a of two point interference generated in a circular ripple tank,Science,27
Particle-induced_X-ray_emission Experimental_physics Science,particle induced x ray emission or proton induced x ray emission pixe is a technique used in the determining of the elemental make up of a material or sample when a material is to an ion beam atomic interactions occur that give off radiation of in the x ray part of the electromagnetic spectrum specific to an element pixe is a powerful yet non destructive elemental analysis technique now used routinely by and others to help questions of and the technique was first proposed in by johansson of lund university sweden and developed over the next few years with his and thomas b johansson recent of pixe using tightly focused beams down to gives the additional capability of microscopic analysis this technique called micropixe can be used to determine the distribution of trace elements in a wide range of samples a related technique particle induced ray emission can be used to detect some light elements theory x ray emission quantum theory states that electrons of an atom must occupy discrete energy levels in order to be stable with ions of sufficient energy usually mev protons produced by an ion accelerator will cause inner shell ionization of atoms in a outer shell electrons drop down to inner shell however only certain transitions are allowed x rays of a characteristic energy of the element are emitted an energy detector is used to record and measure these x rays only elements than can be detected the lower detection limit for a pixe beam is given by the ability of the x rays to pass through the between the chamber and the x ray detector the upper limit is given by the ionisation cross section the probability of the k electron shell ionisation this is maximal when the velocity of the proton the velocity of the electron of the speed of light therefore mev proton beams are optimal proton backscattering protons can also interact with the nucleus of the atoms in the sample through elastic collisions backscattering often repelling the proton at angles close to degrees the give information on the sample thickness and composition the bulk sample properties allow for the correction of x ray photon loss within the sample proton transmission the transmission of protons through a sample can also be used to get information about the sample protein analysis protein analysis using micropixe allow for the determination of the elemental composition of liquid and crystalline proteins micropixe can quantify the metal content of protein molecules with a relative accuracy of between and the advantage of micropixe is that given a protein of known sequence the x ray emission from sulfur can be used as an internal standard to calculate the number of metal atom per protein because only relative concentrations are calculated there are only minimal systematic errors and the results are totally consistent the relative concentrations of dna to protein and metals can also be measured using the groups of the bases as an internal data analysis analysis of the data collected can be performed by the programs the end to limitations in order to get a meaningful sulfur signal from the analysis the buffer should not contain sulfur i e no or compounds excessive amounts of in the buffer should also be this will overlap with the sulfur peak and are suitable advantages there are many advantages to using a proton beam over an electron beam there is less crystal from radiation although there is some from the emission of electrons there is significantly less than if the primary beam was itself an electron beam because of the higher mass of protons relative to electrons there is less lateral deflection of the beam this is important for proton beam writing applications scanning two dimensional maps of elemental can be generated by scanning the micropixe beam across the target cell and tissue analysis whole cell and tissue analysis is possible using a micropixe beam this method is also referred to as nuclear artifact analysis micropixe is a useful technique for the non destructive analysis of and although it provides only an elemental analysis it can be used to and measure layers within the thickness of an artifact proton beam writing proton beams can be used for writing proton beam writing through either the of a by proton induced cross or through the of a proton sensitive material this may have important effects in the field of nanotechnology,Science,28
Experimental_physics Experimental_physics Science,within the field of physics experimental physics is the category of disciplines and sub disciplines concerned with the observation of physical phenomena in order to data about the universe methods vary from discipline to discipline from simple experiments and observations such as the experiment to more complicated ones such as the large collider overview experimental physics all the disciplines of physics that are concerned with data acquisition data acquisition methods and the detailed beyond simple thought experiments and of laboratory experiments it is often put in contrast with theoretical physics which is more concerned with predicting and explaining the physical behaviour of nature than the acquisition of knowledge about it although experimental and theoretical physics are concerned with different aspects of nature they both share the same goal of understanding it and have a relation the former provides data about the universe which can then be analyzed in order to be understood while the latter provides for the data and thus offers insight on how to better data and on how to set up experiments theoretical physics can also offer insight on what data is needed in order to gain a better understanding of the universe and on what experiments to in order to obtain it history as a distinct field experimental physics was established in early modern europe during what is known as the scientific revolution by physicists such as galileo huygens johannes kepler and sir isaac newton in the early century galileo made extensive use of experimentation to physical theories which is the key idea in the modern scientific method galileo formulated and successfully tested several results in dynamics in particular the law of inertia which later became the first law in newton s laws of motion in galileo s two new sciences a between the and discuss the motion of a ship as a moving frame and how that ship s is to its motion huygens used the motion of a along a dutch to an early form of the conservation of momentum experimental physics is considered to have with the publication of the naturalis principia mathematica in by sir isaac newton in newton published the principia two comprehensive and successful physical theories newton s laws of motion from which arise classical mechanics and newton s law of universal gravitation which describes the fundamental force of gravity both theories well with experiment the principia also included several theories in fluid dynamics from the late century thermodynamics was developed by physicist and boyle young and many others in used statistical with classical mechanics to derive thermodynamic results the field of statistical mechanics in demonstrated the of mechanical work into heat and in stated the law of conservation of energy in the form of heat as well as mechanical energy boltzmann in the nineteenth century is responsible for the modern form of statistical mechanics classical mechanics and thermodynamics another great field of experimental within physics was the nature of electricity observations in the and century by scientists such as boyle and created a foundation for later work these observations also established our basic understanding of electrical charge and current by had discovered that atoms of different elements have different and proposed the modern theory of the atom it was hans who first proposed the between electricity and magnetism after observing the deflection of a by a nearby electric current by the early michael faraday had demonstrated that magnetic fields and electricity could generate each other in james maxwell presented to the society a set of equations that described this relationship between electricity and magnetism maxwell s equations also predicted correctly that light is an electromagnetic wave starting with astronomy the principles of natural philosophy into fundamental laws of physics which were and improved in the centuries by the century the sciences had into multiple fields with specialized researchers and the field of physics although pre no longer could claim of the entire field of scientific research method experimental physics uses two main methods of experimental research controlled experiments and natural experiments controlled experiments are often used in laboratories as laboratories can offer a controlled environment natural experiments are used for example in astrophysics when observing objects where control of the variables in effect is impossible experimental techniques some well known experimental techniques include timelines see the timelines below for of physics experiments,Science,29
